Episode, Steps, Reward, Time (in milliseconds)
780, 149, -17.499999999999982, 2614
781, 729, -117.7999999999989, 2772
782, 131, -14.799999999999967, 2769
783, 352, -40.500000000000256, 2584
784, 111, -11.899999999999974, 2743
785, 652, -79.4999999999996, 2512
786, 106, -10.499999999999979, 2593
787, 291, -32.80000000000014, 2680
788, 120, -13.799999999999974, 2579
789, 240, -23.90000000000007, 2493
790, 729, -72.80000000000014, 2558
791, 226, -39.10000000000018, 2635
792, 273, -51.50000000000022, 2648
793, 197, -19.60000000000001, 2691
794, 455, -95.19999999999929, 2542
795, 91, -8.999999999999984, 2726
796, 100, -12.599999999999973, 2665
797, 729, -72.80000000000014, 2601
798, 729, -104.79999999999862, 2685
799, 729, -72.80000000000014, 2800
800, 193, -34.00000000000006, 3248
801, 729, -72.80000000000014, 2658
802, 729, -79.09999999999968, 2588
803, 333, -43.30000000000019, 2656
804, 152, -15.999999999999963, 2748
805, 442, -53.10000000000038, 2786
806, 120, -13.699999999999974, 2838
807, 103, -10.19999999999998, 2653
808, 214, -25.10000000000003, 2667
809, 362, -36.10000000000024, 2808
810, 196, -19.500000000000007, 2837
811, 729, -72.80000000000014, 2529
812, 729, -72.80000000000014, 2481
813, 729, -72.80000000000014, 2707
814, 729, -90.79999999999922, 2755
815, 350, -46.80000000000021, 2836
816, 95, -9.399999999999983, 2687
817, 117, -14.499999999999975, 2611
818, 99, -9.799999999999981, 2710
819, 133, -55.50000000000008, 2788
820, 201, -27.200000000000138, 2644
821, 264, -62.30000000000018, 2624
822, 729, -81.8000000000002, 2696
823, 89, -8.799999999999985, 2723
824, 498, -52.400000000000446, 2695
825, 219, -21.80000000000004, 2760
826, 157, -27.300000000000125, 2683
827, 190, -19.800000000000015, 2640
828, 367, -52.80000000000036, 2645
829, 718, -104.09999999999881, 2637
830, 125, -12.399999999999972, 2774
831, 140, -13.899999999999967, 2580
832, 296, -34.900000000000176, 2793
833, 729, -114.1999999999974, 2663
834, 117, -11.599999999999975, 2686
835, 267, -49.100000000000215, 2544
836, 305, -96.0999999999997, 2745
837, 154, -15.299999999999962, 2664
838, 194, -19.300000000000004, 2734
839, 198, -21.600000000000044, 2705
840, 132, -16.899999999999984, 2634
841, 103, -13.999999999999975, 2764
842, 729, -117.79999999999893, 3092
843, 81, -7.999999999999988, 2710
844, 153, -16.099999999999962, 2714
845, 729, -117.99999999999714, 2749
846, 258, -29.500000000000092, 2575
847, 98, -9.699999999999982, 2816
848, 102, -10.09999999999998, 2853
849, 107, -15.999999999999975, 2980
850, 118, -14.399999999999967, 2839
851, 97, -12.499999999999982, 2781
852, 169, -21.500000000000053, 2642
853, 128, -12.69999999999997, 2682
854, 103, -10.19999999999998, 2726
855, 176, -19.30000000000001, 2626
856, 279, -40.60000000000011, 2588
857, 126, -12.499999999999972, 2626
858, 78, -8.599999999999985, 2729
859, 220, -21.90000000000004, 2592
860, 278, -29.50000000000014, 2601
861, 158, -15.69999999999996, 2536
862, 419, -57.100000000000335, 2625
863, 65, -6.399999999999993, 2753
864, 207, -20.600000000000023, 2846
865, 122, -12.999999999999972, 2814
866, 729, -72.80000000000014, 2928
867, 132, -13.09999999999997, 2697
868, 123, -12.199999999999973, 2430
869, 290, -32.500000000000206, 2651
870, 229, -31.800000000000164, 2772
871, 729, -73.70000000000009, 2994
872, 214, -21.300000000000033, 2820
873, 275, -40.900000000000226, 2835
874, 244, -24.300000000000075, 2714
875, 729, -72.80000000000014, 2779
876, 172, -22.50000000000007, 2805
877, 143, -14.199999999999966, 2630
878, 334, -41.40000000000019, 2633
879, 192, -20.900000000000034, 2605
880, 69, -8.599999999999984, 2941
881, 74, -7.29999999999999, 2744
882, 392, -76.89999999999966, 2760
883, 111, -10.999999999999977, 2773
884, 91, -8.999999999999984, 2828
885, 165, -16.399999999999963, 2685
886, 729, -96.8999999999991, 2775
887, 139, -17.599999999999994, 2806
888, 121, -11.999999999999973, 2692
889, 93, -14.999999999999984, 3056
890, 729, -86.29999999999939, 2525
891, 86, -14.799999999999983, 2654
892, 145, -22.9, 2657
893, 244, -27.000000000000124, 2705
894, 65, -6.399999999999993, 2618
895, 113, -12.099999999999975, 2663
896, 153, -28.700000000000095, 2686
897, 126, -14.29999999999997, 2889
898, 74, -7.29999999999999, 2830
899, 112, -11.099999999999977, 2728
900, 729, -142.10000000000014, 2691
901, 401, -62.50000000000026, 2559
902, 162, -35.000000000000085, 2745
903, 78, -7.699999999999989, 2676
904, 559, -65.70000000000043, 2829
905, 215, -43.20000000000018, 2839
906, 729, -74.60000000000001, 2720
907, 118, -11.699999999999974, 2690
908, 132, -15.99999999999997, 3081
909, 729, -72.80000000000014, 2809
910, 94, -9.299999999999983, 2689
911, 157, -18.500000000000004, 2609
912, 218, -40.700000000000045, 2622
913, 729, -80.8999999999997, 2733
914, 125, -15.299999999999972, 2858
915, 98, -9.699999999999982, 3052
916, 115, -11.399999999999975, 3076
917, 584, -72.70000000000024, 2914
918, 479, -58.60000000000039, 2942
919, 162, -23.30000000000009, 2873
920, 123, -12.199999999999973, 2901
921, 79, -10.699999999999989, 2648
922, 729, -121.4, 2644
923, 180, -17.899999999999984, 2615
924, 126, -12.499999999999972, 2772
925, 106, -10.499999999999979, 2742
926, 163, -24.900000000000055, 2810
927, 729, -72.80000000000014, 2721
928, 202, -23.700000000000077, 2590
929, 141, -24.200000000000053, 2588
930, 729, -72.80000000000014, 2889
931, 77, -11.199999999999978, 2881
932, 729, -72.80000000000014, 2771
933, 188, -25.900000000000126, 2688
934, 275, -27.40000000000012, 2793
935, 111, -24.300000000000068, 2891
936, 134, -14.199999999999969, 2814
937, 462, -50.80000000000038, 2639
938, 319, -64.5000000000002, 2830
939, 147, -14.599999999999964, 2705
940, 213, -25.7000000000001, 2895
941, 114, -11.299999999999976, 2765
942, 111, -10.999999999999977, 2698
943, 167, -20.20000000000003, 2592
944, 194, -19.300000000000004, 2845
945, 729, -76.40000000000002, 2858
946, 244, -29.70000000000009, 2647
947, 729, -76.39999999999995, 2668
948, 67, -6.5999999999999925, 2842
949, 456, -45.50000000000038, 2738
950, 74, -7.29999999999999, 2786
951, 220, -23.800000000000075, 2737
952, 118, -11.699999999999974, 2794
953, 156, -15.499999999999961, 2843
954, 729, -73.70000000000009, 2713
955, 729, -72.80000000000014, 2596
956, 106, -10.499999999999979, 2884
957, 93, -9.199999999999983, 2882
958, 178, -20.599999999999984, 2782
959, 151, -23.500000000000032, 2793
960, 357, -50.9000000000003, 2658
961, 146, -14.499999999999964, 2776
962, 84, -8.299999999999986, 2925
963, 120, -12.799999999999974, 2805
964, 221, -52.600000000000065, 2785
965, 104, -10.29999999999998, 2915
966, 70, -6.8999999999999915, 2590
967, 729, -72.80000000000014, 2938
968, 93, -9.199999999999983, 2633
969, 447, -46.400000000000375, 2864
970, 100, -12.799999999999981, 2920
971, 112, -11.099999999999977, 3013
972, 192, -24.500000000000092, 2754
973, 189, -19.700000000000014, 3168
974, 139, -18.300000000000008, 2959
975, 116, -16.899999999999984, 2701
976, 145, -14.399999999999965, 2833
977, 63, -6.199999999999994, 2915
978, 729, -73.70000000000009, 2827
979, 180, -38.60000000000019, 2903
980, 199, -41.900000000000105, 2870
981, 301, -37.60000000000018, 2876
982, 177, -17.59999999999998, 2788
983, 280, -78.29999999999929, 2695
984, 83, -8.199999999999987, 2864
985, 272, -34.3000000000002, 2838
986, 140, -16.79999999999998, 2775
987, 167, -19.499999999999986, 2609
988, 93, -12.099999999999984, 2901
989, 275, -36.400000000000155, 2813
990, 81, -7.999999999999988, 2982
991, 96, -9.499999999999982, 2821
992, 98, -18.400000000000023, 2845
993, 134, -13.299999999999969, 2706
994, 192, -24.70000000000005, 2806
995, 72, -7.099999999999991, 2898
996, 131, -14.799999999999969, 2724
997, 147, -21.800000000000068, 2788
998, 86, -8.499999999999986, 2898
999, 107, -10.599999999999978, 2944
1000, 95, -10.29999999999998, 2866

Average Reward: -68.37889999999986
Average Number of Steps: 502
Minimum Number of Steps: 63
Average Time (in milliseconds): 2391
