Episode, Steps, Reward, Time (in milliseconds)
217, 670, -71.7000000000003, 2813
218, 729, -133.39999999999736, 1586
219, 665, -82.50000000000011, 1480
220, 729, -73.70000000000007, 1531
221, 729, -103.3999999999987, 1645
222, 510, -92.69999999999928, 2190
223, 729, -72.80000000000014, 1581
224, 729, -82.69999999999956, 1430
225, 729, -79.29999999999968, 1766
226, 729, -85.39999999999922, 1564
227, 729, -72.80000000000014, 1505
228, 729, -92.5999999999991, 1567
229, 729, -124.99999999999842, 1493
230, 729, -112.39999999999935, 1898
231, 729, -72.80000000000014, 2017
232, 729, -117.79999999999808, 1725
233, 729, -76.49999999999989, 1875
234, 729, -72.80000000000014, 1750
235, 729, -165.79999999999924, 1661
236, 729, -107.89999999999873, 1805
237, 729, -72.80000000000014, 1744
238, 729, -72.80000000000014, 1788
239, 729, -103.29999999999914, 1560
240, 729, -72.80000000000014, 1771
241, 729, -74.60000000000002, 1733
242, 729, -79.99999999999964, 1644
243, 485, -50.20000000000045, 1710
244, 729, -97.9999999999995, 1599
245, 135, -13.399999999999968, 1719
246, 729, -72.80000000000014, 1626
247, 472, -81.29999999999966, 1825
248, 729, -162.7999999999982, 1792
249, 729, -82.99999999999953, 1736
250, 729, -76.39999999999988, 1789
251, 729, -80.99999999999991, 1778
252, 729, -91.69999999999919, 1990
253, 729, -72.80000000000014, 1911
254, 729, -73.70000000000007, 1839
255, 729, -109.69999999999834, 1659
256, 619, -97.79999999999839, 1661
257, 729, -78.19999999999975, 1992
258, 395, -61.00000000000038, 2143
259, 729, -75.50000000000009, 2193
260, 729, -72.80000000000014, 2206
261, 709, -74.50000000000016, 2095
262, 729, -104.70000000000012, 1990
263, 729, -100.69999999999891, 2350
264, 584, -76.69999999999978, 2522
265, 729, -78.19999999999982, 2234
266, 729, -94.39999999999917, 2500
267, 712, -200.29999999999765, 2394
268, 520, -51.90000000000047, 2368
269, 729, -80.19999999999968, 2222
270, 729, -79.99999999999962, 2014
271, 729, -90.79999999999932, 2133
272, 729, -72.80000000000014, 2267
273, 283, -60.50000000000011, 2354
274, 729, -72.80000000000014, 2159
275, 341, -64.80000000000025, 2076
276, 701, -166.69999999999865, 2407
277, 729, -73.70000000000009, 2030
278, 729, -80.89999999999984, 2240
279, 557, -70.70000000000006, 2415
280, 729, -93.49999999999872, 2689
281, 729, -96.09999999999852, 2422
282, 729, -84.49999999999932, 2537
283, 563, -75.7999999999999, 2455
284, 729, -81.39999999999996, 2352
285, 729, -95.49999999999939, 2342
286, 729, -154.6999999999974, 2161
287, 634, -85.79999999999967, 2258
288, 493, -127.79999999999916, 1885
289, 643, -143.3999999999984, 1864
290, 729, -78.19999999999978, 1847
291, 729, -72.80000000000014, 2329
292, 729, -87.19999999999959, 2160
293, 729, -75.49999999999994, 2088
294, 729, -167.09999999999837, 2355
295, 729, -86.89999999999955, 2329
296, 729, -72.80000000000014, 2130
297, 130, -22.400000000000084, 2300
298, 729, -101.59999999999926, 2451
299, 729, -76.59999999999987, 2365
300, 729, -84.4999999999995, 2216
301, 729, -120.699999999999, 2324
302, 729, -72.80000000000014, 2348
303, 428, -44.50000000000037, 2385
304, 410, -70.19999999999996, 2630
305, 608, -74.50000000000011, 2299
306, 729, -84.49999999999937, 2506
307, 729, -76.39999999999993, 2138
308, 383, -72.49999999999974, 2348
309, 729, -72.80000000000014, 2123
310, 729, -73.70000000000009, 2275
311, 729, -93.49999999999899, 2091
312, 729, -75.69999999999993, 2441
313, 502, -94.89999999999944, 2187
314, 629, -76.69999999999992, 2544
315, 729, -93.49999999999935, 2367
316, 729, -72.80000000000014, 2407
317, 458, -52.00000000000037, 2790
318, 270, -47.00000000000017, 2601
319, 469, -56.90000000000042, 2900
320, 381, -50.20000000000031, 2728
321, 729, -93.49999999999967, 2362
322, 357, -41.20000000000026, 2403
323, 234, -28.900000000000126, 2428
324, 729, -117.89999999999871, 2300
325, 576, -61.100000000000556, 2305
326, 337, -35.500000000000206, 2435
327, 729, -115.99999999999721, 2546
328, 729, -110.59999999999853, 2804
329, 536, -58.90000000000056, 2891
330, 729, -74.60000000000001, 2656
331, 519, -63.20000000000047, 2757
332, 535, -63.30000000000051, 2538
333, 729, -105.1999999999984, 2393
334, 729, -96.19999999999865, 2273
335, 729, -72.80000000000014, 2255
336, 729, -82.69999999999962, 2099
337, 729, -73.70000000000009, 2290
338, 226, -26.20000000000008, 2378
339, 659, -77.49999999999987, 2094
340, 423, -50.5000000000004, 2259
341, 558, -65.30000000000042, 2146
342, 729, -84.49999999999945, 2494
343, 729, -151.49999999999827, 2213
344, 729, -119.6, 2234
345, 729, -498.50000000000136, 2494
346, 729, -105.19999999999801, 2542
347, 729, -79.99999999999962, 2747
348, 729, -160.99999999999892, 2682
349, 729, -72.80000000000014, 2593
350, 729, -93.49999999999906, 2517
351, 729, -170.8999999999991, 2735
352, 729, -72.80000000000014, 2679
353, 729, -97.099999999999, 2228
354, 729, -157.3999999999975, 2447
355, 729, -140.2999999999983, 2322
356, 729, -73.70000000000009, 2425
357, 729, -76.39999999999992, 2412
358, 115, -12.299999999999976, 2922
359, 644, -74.69999999999999, 2891
360, 729, -101.19999999999848, 2835
361, 729, -93.49999999999909, 2555
362, 533, -100.49999999999913, 2710
363, 729, -75.49999999999997, 2558
364, 729, -82.69999999999959, 2391
365, 250, -24.900000000000084, 2371
366, 331, -47.7000000000002, 2349
367, 501, -76.19999999999978, 2037
368, 729, -72.80000000000014, 2096
369, 729, -85.59999999999967, 2566
370, 569, -60.40000000000058, 2404
371, 729, -130.99999999999812, 2237
372, 148, -14.699999999999964, 2459
373, 729, -72.80000000000014, 2470
374, 546, -60.0000000000005, 2731
375, 729, -72.80000000000014, 3182
376, 729, -74.60000000000001, 2880
377, 729, -81.7999999999997, 2506
378, 729, -72.80000000000014, 2929
379, 729, -72.80000000000014, 2992
380, 729, -88.09999999999961, 2864
381, 729, -96.69999999999914, 2734
382, 335, -37.00000000000027, 2055
383, 729, -72.80000000000014, 2475
384, 374, -44.500000000000384, 2448
385, 729, -80.89999999999955, 3035
386, 729, -91.69999999999892, 2869
387, 684, -113.19999999999833, 2800
388, 729, -100.09999999999862, 2762
389, 528, -57.20000000000047, 2755
390, 729, -143.89999999999768, 2650
391, 729, -91.99999999999983, 2345
392, 174, -25.400000000000098, 2459
393, 729, -85.39999999999927, 2496
394, 729, -94.39999999999905, 2853
395, 315, -39.70000000000027, 2507
396, 729, -152.89999999999839, 2910
397, 463, -53.50000000000044, 3282
398, 729, -72.80000000000014, 2762
399, 729, -108.7999999999976, 2829
400, 379, -41.5000000000003, 2704
401, 729, -72.80000000000014, 2898
402, 729, -72.80000000000014, 2719
403, 729, -103.3999999999983, 3540
404, 175, -17.399999999999977, 2246
405, 548, -63.80000000000051, 2342
406, 729, -76.39999999999995, 2658
407, 206, -27.700000000000145, 2427
408, 362, -47.500000000000234, 2401
409, 729, -77.29999999999984, 2738
410, 578, -225.6999999999985, 2775
411, 729, -72.80000000000014, 2363
412, 396, -41.40000000000029, 2680
413, 729, -100.89999999999935, 2447
414, 729, -78.19999999999989, 2537
415, 563, -65.50000000000045, 2581
416, 729, -76.39999999999992, 2483
417, 282, -30.000000000000128, 2932
418, 257, -34.30000000000009, 2842
419, 729, -72.80000000000014, 3092
420, 704, -73.00000000000013, 3042
421, 356, -37.40000000000023, 2702
422, 206, -20.50000000000002, 2955
423, 729, -135.7999999999992, 2575
424, 729, -149.29999999999816, 2709
425, 729, -95.29999999999932, 2507
426, 108, -10.699999999999978, 3113
427, 729, -118.6999999999988, 2692
428, 729, -101.199999999999, 2803
429, 341, -41.20000000000024, 2899
430, 454, -49.90000000000037, 2462
431, 729, -74.60000000000001, 2631
432, 729, -86.29999999999933, 2916
433, 513, -85.99999999999955, 2620
434, 729, -94.39999999999978, 2779
435, 729, -104.2999999999985, 2808
436, 563, -101.49999999999896, 2813
437, 688, -123.79999999999984, 3011
438, 729, -78.19999999999979, 2361
439, 729, -79.09999999999998, 2727
440, 663, -84.99999999999918, 2208
441, 729, -78.1999999999998, 2330
442, 398, -72.09999999999967, 2617
443, 729, -77.29999999999987, 2631
444, 144, -17.89999999999999, 2877
445, 729, -72.80000000000014, 3081
446, 233, -25.10000000000006, 2889
447, 729, -72.80000000000014, 2842
448, 409, -84.6999999999995, 2923
449, 547, -72.09999999999994, 2984
450, 729, -118.69999999999818, 2917
451, 729, -82.69999999999985, 2879
452, 235, -41.40000000000025, 2968
453, 729, -86.29999999999946, 3251
454, 329, -45.60000000000031, 2885
455, 490, -72.50000000000003, 2431
456, 267, -44.80000000000008, 2746
457, 160, -16.799999999999972, 3445
458, 729, -76.3999999999999, 3130
459, 729, -94.49999999999989, 2598
460, 729, -72.80000000000014, 2449
461, 729, -80.89999999999957, 3035
462, 545, -58.90000000000055, 2836
463, 348, -61.70000000000034, 2877
464, 201, -37.400000000000205, 3019
465, 717, -76.20000000000002, 2882
466, 519, -57.20000000000049, 3131
467, 729, -246.49999999999898, 2661
468, 273, -38.00000000000023, 2775
469, 329, -35.700000000000195, 2733
470, 207, -21.50000000000004, 2786
471, 729, -166.39999999999793, 2215
472, 729, -86.29999999999923, 2531
473, 558, -62.00000000000055, 2601
474, 687, -148.49999999999753, 2445
475, 278, -30.600000000000122, 2678
476, 177, -17.59999999999998, 2549
477, 148, -14.699999999999964, 2288
478, 729, -107.89999999999982, 2439
479, 729, -72.80000000000014, 2778
480, 729, -74.60000000000001, 3050
481, 729, -205.09999999999815, 2998
482, 729, -72.80000000000014, 2877
483, 493, -57.300000000000416, 3373
484, 729, -73.70000000000009, 2593
485, 165, -18.199999999999996, 2788
486, 110, -10.899999999999977, 2922
487, 206, -22.300000000000054, 3127
488, 672, -131.5999999999989, 2944
489, 729, -74.70000000000014, 2946
490, 439, -63.200000000000415, 2931
491, 196, -23.100000000000072, 2676
492, 434, -47.10000000000034, 2542
493, 729, -96.39999999999935, 2545
494, 280, -34.20000000000015, 2513
495, 729, -72.80000000000014, 3129
496, 149, -14.799999999999963, 3162
497, 222, -22.100000000000044, 3216
498, 729, -73.70000000000009, 3050
499, 542, -56.90000000000051, 2294
500, 603, -84.49999999999956, 2706
501, 333, -59.90000000000024, 2752
502, 729, -72.80000000000014, 2649
503, 250, -27.600000000000126, 2544
504, 729, -85.09999999999944, 2700
505, 729, -72.80000000000014, 2323
506, 261, -28.900000000000098, 2583
507, 729, -86.19999999999919, 2927
508, 729, -72.80000000000014, 2939
509, 401, -48.20000000000034, 3262
510, 322, -43.100000000000286, 3107
511, 294, -32.00000000000019, 2874
512, 729, -72.80000000000014, 3089
513, 729, -139.3999999999997, 3038
514, 729, -72.80000000000014, 2329
515, 729, -133.99999999999903, 2686
516, 729, -79.0999999999997, 2207
517, 359, -47.800000000000345, 2456
518, 561, -60.50000000000055, 2367
519, 729, -72.80000000000014, 2891
520, 729, -72.80000000000014, 2981
521, 729, -72.80000000000014, 2734
522, 211, -21.00000000000003, 3160
523, 318, -38.90000000000024, 3548
524, 729, -72.80000000000014, 3222
525, 605, -72.3000000000002, 3271
526, 729, -94.39999999999924, 3106
527, 394, -39.30000000000029, 2653
528, 288, -38.20000000000013, 3117
529, 729, -88.09999999999924, 3028
530, 261, -26.0000000000001, 3459
531, 729, -72.80000000000014, 3514
532, 244, -36.400000000000134, 3210
533, 115, -11.399999999999975, 3257
534, 309, -33.50000000000016, 2933
535, 729, -80.89999999999966, 2779
536, 261, -48.50000000000025, 2392
537, 140, -13.899999999999967, 2639
538, 127, -12.599999999999971, 2575
539, 411, -41.00000000000031, 2517
540, 481, -75.20000000000006, 2440
541, 295, -43.10000000000013, 3001
542, 729, -92.59999999999876, 2901
543, 121, -11.999999999999973, 3266
544, 461, -92.29999999999978, 3307
545, 231, -32.00000000000012, 2848
546, 120, -11.899999999999974, 2873
547, 297, -35.00000000000018, 2572
548, 729, -72.80000000000014, 2791
549, 126, -13.39999999999997, 3115
550, 729, -85.40000000000022, 3263
551, 207, -23.30000000000007, 3256
552, 647, -105.9999999999982, 3399
553, 718, -97.79999999999848, 3490
554, 212, -35.50000000000011, 3189
555, 729, -73.70000000000014, 2957
556, 159, -15.79999999999996, 2991
557, 306, -38.100000000000186, 3204
558, 729, -72.80000000000014, 2728
559, 168, -36.900000000000006, 2239
560, 242, -31.400000000000166, 2449
561, 627, -67.10000000000042, 2773
562, 322, -36.70000000000023, 2624
563, 184, -32.30000000000011, 2880
564, 729, -116.29999999999967, 3247
565, 319, -58.800000000000246, 3228
566, 440, -49.50000000000036, 3334
567, 439, -53.70000000000039, 3317
568, 596, -67.60000000000036, 3236
569, 128, -12.69999999999997, 3627
570, 729, -78.19999999999979, 3374
571, 275, -48.200000000000216, 3215
572, 415, -52.20000000000041, 3235
573, 729, -101.69999999999834, 3377
574, 729, -100.69999999999891, 3295
575, 170, -16.89999999999997, 3281
576, 230, -34.4000000000001, 3012
577, 350, -35.80000000000024, 3013
578, 729, -75.5000000000001, 3320
579, 544, -129.89999999999927, 3542
580, 729, -101.59999999999893, 2592
581, 174, -17.299999999999976, 2387
582, 387, -39.50000000000028, 2480
583, 729, -72.80000000000014, 2954
584, 729, -80.89999999999964, 3186
585, 729, -254.59999999999795, 3668
586, 729, -77.29999999999986, 3237
587, 151, -19.700000000000028, 2787
588, 178, -21.30000000000004, 3591
589, 231, -23.000000000000057, 3378
590, 203, -22.00000000000005, 3394
591, 517, -74.09999999999994, 3202
592, 177, -20.40000000000003, 2992
593, 363, -77.99999999999956, 3201
594, 87, -9.499999999999982, 3995
595, 192, -20.90000000000003, 3411
596, 320, -40.900000000000205, 3083
597, 277, -38.00000000000013, 3380
598, 231, -40.80000000000013, 3390
599, 729, -80.89999999999955, 3084
600, 729, -228.79999999999828, 2681
601, 729, -72.80000000000014, 2663
602, 175, -17.399999999999977, 3197
603, 729, -75.49999999999994, 3265
604, 690, -100.29999999999937, 3310
605, 729, -73.70000000000009, 3545
606, 541, -69.3000000000001, 3083
607, 214, -24.10000000000006, 3198
608, 729, -77.29999999999995, 3172
609, 397, -42.400000000000304, 3265
610, 729, -72.80000000000014, 2958
611, 189, -30.700000000000124, 2857
612, 463, -50.700000000000394, 3246
613, 122, -12.999999999999973, 3242
614, 729, -72.80000000000014, 2785
615, 729, -72.80000000000014, 2839
616, 433, -47.700000000000394, 2859
617, 729, -114.19999999999847, 2699
618, 729, -78.19999999999978, 3108
619, 729, -72.80000000000014, 2817
620, 133, -15.899999999999963, 2518
621, 164, -16.29999999999996, 2490
622, 193, -31.800000000000143, 2872
623, 729, -73.70000000000009, 2921
624, 604, -64.10000000000058, 2776
625, 729, -85.3999999999995, 3056
626, 431, -44.80000000000034, 3165
627, 501, -73.40000000000002, 2858
628, 279, -31.600000000000122, 2907
629, 329, -35.500000000000206, 3166
630, 729, -72.80000000000014, 3091
631, 347, -44.50000000000028, 2523
632, 240, -31.200000000000127, 2736
633, 326, -38.80000000000018, 3033
634, 333, -33.2000000000002, 3053
635, 103, -10.19999999999998, 3217
636, 729, -99.7999999999991, 3079
637, 729, -96.20000000000012, 2818
638, 348, -45.50000000000041, 3087
639, 304, -44.20000000000034, 3177
640, 275, -27.40000000000012, 2487
641, 729, -75.49999999999994, 2722
642, 729, -72.80000000000014, 2806
643, 116, -13.299999999999976, 2948
644, 184, -21.900000000000055, 2762
645, 221, -68.59999999999994, 2962
646, 410, -58.10000000000041, 3280
647, 457, -62.700000000000365, 2861
648, 209, -20.800000000000026, 3367
649, 131, -18.80000000000002, 3098
650, 119, -11.799999999999974, 3092
651, 729, -72.80000000000014, 2723
652, 81, -7.999999999999988, 2600
653, 729, -72.80000000000014, 2547
654, 458, -47.50000000000041, 3090
655, 729, -106.0999999999987, 3159
656, 232, -37.60000000000013, 3038
657, 729, -72.80000000000014, 3381
658, 176, -17.49999999999998, 2806
659, 248, -51.70000000000016, 3172
660, 514, -64.80000000000042, 2754
661, 89, -8.799999999999985, 2610
662, 330, -51.20000000000029, 2499
663, 295, -29.400000000000148, 2921
664, 186, -19.40000000000001, 2791
665, 170, -20.70000000000004, 2915
666, 73, -7.19999999999999, 3012
667, 430, -45.600000000000335, 3140
668, 330, -36.700000000000195, 2943
669, 690, -80.59999999999962, 3222
670, 116, -21.40000000000007, 3618
671, 567, -66.50000000000038, 3239
672, 237, -26.400000000000116, 2453
673, 729, -72.80000000000014, 3170
674, 212, -24.700000000000095, 3028
675, 586, -59.40000000000056, 2896
676, 729, -72.80000000000014, 2968
677, 729, -75.50000000000016, 2781
678, 119, -11.799999999999974, 2885
679, 729, -82.79999999999963, 2931
680, 247, -27.500000000000078, 3198
681, 729, -72.80000000000014, 2901
682, 156, -28.100000000000144, 2503
683, 377, -44.90000000000027, 3088
684, 729, -72.80000000000014, 2952
685, 128, -12.69999999999997, 3132
686, 410, -57.10000000000036, 2978
687, 351, -52.10000000000027, 3463
688, 158, -15.69999999999996, 3143
689, 729, -72.80000000000014, 3076
690, 209, -27.200000000000106, 3212
691, 718, -81.5999999999997, 3224
692, 189, -21.500000000000043, 2452
693, 360, -35.90000000000024, 2904
694, 179, -17.799999999999983, 5520
695, 391, -45.70000000000028, 3524
696, 112, -11.099999999999977, 3092
697, 629, -83.59999999999955, 2923
698, 166, -18.299999999999997, 3492
699, 216, -36.70000000000019, 2995
700, 151, -18.70000000000001, 2866
701, 542, -61.30000000000049, 2996
702, 111, -10.999999999999977, 3441
703, 133, -15.89999999999997, 3416
704, 283, -30.900000000000126, 3369
705, 729, -72.80000000000014, 3413
706, 182, -30.300000000000033, 3341
707, 729, -72.80000000000014, 3450
708, 159, -19.60000000000001, 3597
709, 156, -16.399999999999963, 3181
710, 501, -89.09999999999934, 2680
711, 169, -18.700000000000003, 2440
712, 274, -73.89999999999992, 2587
713, 729, -81.09999999999977, 2541
714, 174, -21.800000000000058, 2544
715, 465, -46.40000000000039, 2521
716, 331, -34.800000000000196, 2438
717, 729, -72.80000000000014, 2427
718, 729, -72.80000000000014, 2703
719, 729, -171.39999999999895, 2490
720, 729, -108.49999999999815, 2447
721, 129, -13.699999999999967, 2461
722, 729, -72.80000000000014, 2482
723, 209, -22.60000000000006, 2591
724, 131, -12.99999999999997, 2683
725, 85, -8.399999999999986, 2553
726, 447, -60.000000000000355, 2559
727, 125, -13.299999999999972, 2849
728, 729, -110.59999999999964, 2654
729, 166, -20.300000000000033, 2768
730, 729, -72.80000000000014, 2457
731, 223, -27.600000000000126, 2797
732, 433, -74.89999999999986, 2634
733, 154, -15.299999999999962, 2428
734, 729, -72.80000000000014, 2743
735, 355, -47.3000000000003, 2541
736, 222, -37.30000000000012, 2464
737, 729, -72.80000000000014, 2599
738, 137, -13.599999999999968, 2517
739, 729, -72.80000000000014, 2746
740, 290, -48.20000000000022, 2500
741, 109, -12.699999999999978, 2702
742, 130, -15.59999999999997, 2611
743, 729, -272.5999999999979, 2518
744, 161, -16.899999999999974, 2461
745, 112, -11.999999999999975, 2627
746, 138, -14.599999999999964, 2618
747, 250, -24.900000000000084, 2435
748, 193, -20.10000000000002, 2506
749, 157, -15.59999999999996, 2549
750, 729, -72.80000000000014, 2763
751, 117, -15.199999999999976, 2502
752, 531, -60.60000000000051, 2503
753, 729, -72.80000000000014, 2556
754, 400, -50.9000000000003, 2708
755, 114, -11.299999999999976, 2700
756, 124, -12.299999999999972, 2438
757, 620, -74.50000000000007, 2784
758, 203, -24.000000000000014, 2793
759, 147, -16.39999999999997, 2850
760, 176, -17.49999999999998, 2762
761, 237, -30.00000000000015, 2551
762, 169, -19.699999999999996, 2645
763, 729, -72.80000000000014, 2468
764, 729, -72.80000000000014, 2949
765, 152, -17.999999999999993, 2631
766, 661, -68.70000000000033, 2442
767, 123, -12.199999999999973, 2425
768, 103, -10.19999999999998, 2609
769, 149, -16.59999999999997, 2682
770, 572, -83.19999999999979, 2633
771, 729, -175.69999999999706, 2646
772, 608, -77.09999999999994, 2625
773, 156, -18.199999999999992, 2624
774, 107, -10.599999999999978, 2580
775, 112, -11.099999999999977, 2710
776, 149, -14.799999999999963, 2620
777, 81, -7.999999999999988, 2859
778, 729, -102.5999999999996, 2583
779, 209, -30.10000000000019, 2616
