Episode, Steps, Reward, Time (in milliseconds)
270, 160, -16.799999999999972, 974
271, 729, -83.6, 1045
272, 100, -9.89999999999998, 1510
273, 125, -12.399999999999972, 1096
274, 117, -16.099999999999977, 1091
275, 729, -78.19999999999983, 1239
276, 453, -68.20000000000007, 1249
277, 339, -35.600000000000215, 1589
278, 180, -18.8, 1786
279, 260, -30.600000000000126, 1470
280, 306, -44.900000000000155, 1336
281, 87, -8.599999999999985, 1371
282, 294, -29.300000000000146, 1234
283, 171, -17.899999999999984, 986
284, 179, -19.600000000000012, 956
285, 258, -29.30000000000016, 992
286, 579, -60.70000000000055, 988
287, 80, -7.899999999999988, 1165
288, 729, -72.80000000000014, 916
289, 93, -9.199999999999983, 1068
290, 69, -9.699999999999992, 1317
291, 139, -16.699999999999978, 1286
292, 382, -42.600000000000286, 1368
293, 138, -13.699999999999967, 1136
294, 226, -44.10000000000025, 1195
295, 594, -97.10000000000011, 1077
296, 108, -10.699999999999978, 1209
297, 86, -8.499999999999986, 910
298, 422, -68.20000000000012, 1167
299, 729, -175.8999999999981, 938
300, 88, -8.699999999999985, 1630
301, 84, -8.299999999999986, 964
302, 133, -16.79999999999998, 932
303, 86, -8.499999999999986, 1058
304, 393, -43.800000000000296, 911
305, 75, -8.299999999999986, 1194
306, 729, -72.80000000000014, 1093
307, 729, -100.69999999999955, 935
308, 729, -72.80000000000014, 1055
309, 100, -9.89999999999998, 923
310, 539, -77.90000000000016, 955
311, 729, -72.80000000000014, 1111
312, 97, -9.599999999999982, 1005
313, 70, -6.8999999999999915, 1073
314, 662, -66.10000000000052, 1008
315, 247, -48.0000000000001, 1047
316, 100, -10.799999999999978, 1211
317, 622, -75.59999999999981, 1501
318, 729, -72.80000000000014, 1264
319, 263, -30.00000000000012, 1250
320, 183, -43.90000000000008, 1162
321, 128, -12.69999999999997, 1012
322, 256, -31.10000000000014, 1093
323, 92, -9.099999999999984, 1219
324, 272, -34.70000000000011, 1011
325, 180, -17.899999999999984, 1098
326, 114, -24.60000000000005, 1043
327, 107, -10.599999999999978, 1069
328, 416, -44.40000000000032, 1086
329, 729, -72.80000000000014, 1097
330, 158, -15.69999999999996, 1135
331, 241, -28.700000000000095, 982
332, 110, -15.39999999999997, 1012
333, 78, -13.49999999999999, 1184
334, 729, -88.1999999999992, 931
335, 100, -9.89999999999998, 1020
336, 308, -32.50000000000018, 1234
337, 108, -10.699999999999978, 1301
338, 386, -43.000000000000334, 935
339, 504, -59.00000000000044, 1079
340, 113, -11.199999999999976, 1177
341, 729, -72.80000000000014, 1126
342, 174, -22.700000000000063, 1123
343, 118, -14.599999999999975, 1553
344, 143, -15.999999999999966, 1124
345, 69, -9.699999999999992, 1138
346, 209, -36.100000000000094, 1128
347, 107, -15.09999999999998, 1312
348, 156, -15.499999999999961, 1107
349, 729, -75.49999999999999, 1082
350, 729, -94.39999999999877, 1120
351, 86, -11.19999999999998, 1081
352, 118, -11.699999999999974, 1207
353, 395, -40.30000000000029, 1173
354, 250, -24.900000000000084, 1165
355, 132, -14.899999999999963, 1292
356, 93, -9.199999999999983, 1210
357, 176, -22.900000000000077, 1044
358, 729, -75.69999999999997, 1110
359, 194, -19.300000000000004, 1186
360, 113, -11.199999999999976, 1485
361, 330, -36.700000000000266, 1275
362, 68, -6.699999999999992, 1171
363, 220, -26.400000000000052, 1094
364, 207, -22.40000000000005, 1194
365, 87, -8.599999999999985, 1670
366, 120, -11.899999999999974, 1093
367, 97, -9.599999999999982, 941
368, 325, -33.30000000000019, 1087
369, 729, -85.3999999999996, 1097
370, 164, -20.00000000000002, 1166
371, 120, -11.899999999999974, 1078
372, 120, -11.899999999999974, 1090
373, 137, -13.599999999999968, 1269
374, 657, -68.50000000000051, 1569
375, 436, -60.600000000000385, 1405
376, 100, -9.89999999999998, 992
377, 147, -20.900000000000052, 1135
378, 74, -7.29999999999999, 1053
379, 149, -17.699999999999992, 1056
380, 84, -8.299999999999986, 1067
381, 74, -7.29999999999999, 1282
382, 729, -72.80000000000014, 1219
383, 128, -12.69999999999997, 1096
384, 231, -31.100000000000165, 1067
385, 104, -10.29999999999998, 1068
386, 160, -15.89999999999996, 1146
387, 117, -21.600000000000048, 1019
388, 238, -23.700000000000067, 1262
389, 116, -11.499999999999975, 920
390, 71, -6.999999999999991, 1343
391, 113, -13.89999999999997, 1107
392, 222, -23.00000000000006, 1057
393, 253, -27.000000000000085, 1112
394, 135, -13.399999999999968, 1074
395, 729, -72.80000000000014, 1227
396, 205, -86.89999999999938, 972
397, 729, -72.80000000000014, 1058
398, 112, -11.099999999999977, 1076
399, 112, -11.099999999999977, 1142
400, 165, -16.399999999999963, 1358
401, 149, -14.799999999999963, 1608
402, 306, -48.50000000000028, 1693
403, 586, -96.29999999999944, 1171
404, 124, -21.00000000000003, 1149
405, 118, -11.699999999999974, 1519
406, 267, -26.600000000000108, 1331
407, 729, -79.49999999999973, 1383
408, 214, -21.300000000000033, 1271
409, 242, -24.100000000000072, 1125
410, 146, -20.000000000000036, 1181
411, 70, -6.8999999999999915, 1220
412, 350, -40.70000000000022, 1467
413, 222, -22.100000000000044, 1536
414, 729, -72.80000000000014, 1418
415, 91, -19.300000000000015, 1367
416, 92, -9.099999999999984, 1383
417, 301, -41.600000000000165, 1217
418, 78, -7.699999999999989, 1549
419, 97, -9.599999999999982, 2019
420, 142, -14.099999999999966, 2404
421, 189, -18.799999999999997, 2186
422, 65, -9.299999999999994, 1658
423, 71, -6.999999999999991, 1384
424, 186, -22.10000000000006, 1460
425, 334, -36.0000000000002, 1531
426, 98, -9.699999999999982, 1308
427, 135, -14.299999999999969, 1157
428, 729, -77.29999999999988, 1460
429, 64, -6.299999999999994, 1409
430, 66, -6.499999999999993, 1377
431, 70, -6.8999999999999915, 1213
432, 77, -9.499999999999988, 1511
433, 511, -60.900000000000475, 1254
434, 226, -22.50000000000005, 1274
435, 64, -6.299999999999994, 1322
436, 123, -12.199999999999973, 1472
437, 492, -70.60000000000012, 1328
438, 112, -11.099999999999977, 1414
439, 95, -9.399999999999983, 1406
440, 78, -7.699999999999989, 1398
441, 157, -15.59999999999996, 1482
442, 122, -12.099999999999973, 1326
443, 729, -72.80000000000014, 1533
444, 98, -9.699999999999982, 1341
445, 166, -16.499999999999964, 1338
446, 54, -5.299999999999997, 1376
447, 72, -10.899999999999988, 1331
448, 104, -10.29999999999998, 1455
449, 70, -6.8999999999999915, 1319
450, 71, -6.999999999999991, 1344
451, 729, -72.80000000000014, 1331
452, 131, -15.89999999999997, 1326
453, 144, -18.1, 1236
454, 149, -14.799999999999963, 1351
455, 73, -7.19999999999999, 1265
456, 359, -36.70000000000024, 1579
457, 92, -9.099999999999984, 1396
458, 159, -15.79999999999996, 1328
459, 133, -18.90000000000002, 1291
460, 152, -19.80000000000001, 1458
461, 90, -8.899999999999984, 1400
462, 83, -8.199999999999987, 1531
463, 63, -6.199999999999994, 1519
464, 89, -8.799999999999985, 1363
465, 104, -10.29999999999998, 1400
466, 174, -19.10000000000001, 1342
467, 307, -32.400000000000176, 1377
468, 86, -8.499999999999986, 1285
469, 521, -52.00000000000047, 1596
470, 375, -52.00000000000031, 1351
471, 137, -16.29999999999997, 1294
472, 141, -16.699999999999974, 1250
473, 60, -8.799999999999995, 1265
474, 166, -16.499999999999964, 1449
475, 284, -42.700000000000294, 1280
476, 66, -6.499999999999993, 1401
477, 80, -7.899999999999988, 1221
478, 77, -7.599999999999989, 1298
479, 88, -10.599999999999985, 1408
480, 135, -27.700000000000053, 1259
481, 107, -10.599999999999978, 1611
482, 57, -5.599999999999996, 1391
483, 87, -8.599999999999985, 1350
484, 119, -11.799999999999974, 1278
485, 213, -27.00000000000003, 1478
486, 97, -9.599999999999982, 1550
487, 66, -6.499999999999993, 1371
488, 76, -7.499999999999989, 1448
489, 136, -13.499999999999968, 1357
490, 75, -7.39999999999999, 1373
491, 74, -7.29999999999999, 1494
492, 60, -11.699999999999996, 1220
493, 80, -7.899999999999988, 1568
494, 83, -8.199999999999987, 1307
495, 56, -5.4999999999999964, 1173
496, 216, -22.400000000000052, 1540
497, 70, -6.8999999999999915, 1390
498, 83, -8.199999999999987, 1381
499, 71, -6.999999999999991, 1493
500, 80, -7.899999999999988, 1397
501, 76, -7.499999999999989, 1431
502, 105, -10.399999999999979, 1294
503, 139, -14.699999999999964, 1438
504, 94, -12.899999999999977, 1618
505, 73, -7.19999999999999, 1389
506, 62, -6.099999999999994, 1565
507, 77, -7.599999999999989, 1440
508, 87, -8.599999999999985, 1593
509, 89, -8.799999999999985, 1296
510, 118, -11.699999999999974, 1500
511, 69, -6.799999999999992, 1357
512, 91, -8.999999999999984, 1647
513, 729, -72.80000000000014, 1327
514, 190, -18.9, 1352
515, 166, -17.39999999999998, 1499
516, 77, -10.49999999999999, 1402
517, 111, -10.999999999999977, 1726
518, 131, -12.99999999999997, 1580
519, 729, -103.69999999999858, 1188
520, 68, -6.699999999999992, 1335
521, 729, -72.80000000000014, 1272
522, 729, -76.39999999999993, 1348
523, 182, -21.700000000000053, 1646
524, 114, -17.099999999999994, 1418
525, 194, -19.300000000000004, 1250
526, 67, -6.5999999999999925, 1253
527, 100, -9.89999999999998, 1412
528, 81, -7.999999999999988, 1624
529, 109, -11.699999999999978, 1267
530, 76, -7.499999999999989, 1341
531, 59, -5.799999999999995, 1413
532, 89, -8.799999999999985, 1261
533, 107, -23.00000000000005, 1446
534, 107, -23.900000000000077, 1400
535, 76, -7.499999999999989, 1285
536, 80, -7.899999999999988, 1309
537, 188, -18.699999999999996, 1397
538, 729, -95.99999999999879, 1510
539, 106, -20.400000000000052, 1344
540, 60, -7.79999999999999, 1593
541, 83, -8.199999999999987, 1530
542, 92, -9.099999999999984, 1386
543, 77, -7.599999999999989, 1445
544, 541, -65.50000000000048, 1564
545, 230, -26.50000000000012, 1437
546, 70, -8.799999999999986, 1563
547, 73, -8.099999999999987, 1295
548, 110, -10.899999999999977, 1816
549, 57, -5.599999999999996, 1526
550, 224, -25.200000000000045, 1462
551, 122, -12.099999999999973, 1341
552, 125, -14.299999999999972, 1414
553, 118, -11.699999999999974, 1369
554, 72, -7.099999999999991, 1690
555, 729, -79.09999999999968, 1385
556, 65, -6.399999999999993, 1398
557, 100, -9.89999999999998, 1391
558, 72, -7.099999999999991, 1477
559, 69, -6.799999999999992, 1369
560, 61, -5.999999999999995, 1501
561, 197, -21.500000000000043, 1526
562, 56, -5.4999999999999964, 1337
563, 130, -12.89999999999997, 1327
564, 392, -41.000000000000284, 1313
565, 182, -18.099999999999987, 1443
566, 214, -23.200000000000067, 1317
567, 63, -6.199999999999994, 1259
568, 125, -12.399999999999972, 1430
569, 61, -5.999999999999995, 1272
570, 70, -6.8999999999999915, 1420
571, 90, -8.899999999999984, 1312
572, 66, -6.499999999999993, 1357
573, 58, -5.699999999999996, 1505
574, 101, -9.99999999999998, 1394
575, 67, -6.5999999999999925, 1406
576, 729, -72.80000000000014, 1500
577, 79, -7.799999999999988, 1512
578, 122, -37.000000000000085, 1283
579, 69, -6.799999999999992, 1377
580, 213, -23.00000000000006, 1406
581, 90, -11.799999999999985, 1398
582, 729, -96.49999999999918, 1520
583, 74, -7.29999999999999, 1615
584, 163, -22.0, 1229
585, 76, -7.499999999999989, 1482
586, 91, -8.999999999999984, 1353
587, 158, -15.69999999999996, 1388
588, 58, -5.699999999999996, 1585
589, 64, -6.299999999999994, 1254
590, 68, -6.699999999999992, 1466
591, 208, -32.30000000000002, 1480
592, 84, -9.199999999999983, 1418
593, 80, -7.899999999999988, 1803
594, 114, -24.8000000000001, 1304
595, 70, -6.8999999999999915, 1473
596, 115, -12.299999999999976, 1442
597, 78, -7.699999999999989, 1312
598, 67, -6.5999999999999925, 1296
599, 62, -8.999999999999995, 1337
600, 68, -6.699999999999992, 1325
601, 368, -36.70000000000025, 1393
602, 729, -72.80000000000014, 1349
603, 75, -7.39999999999999, 1490
604, 270, -26.900000000000112, 1365
605, 81, -7.999999999999988, 1318
606, 223, -22.200000000000045, 1365
607, 113, -13.099999999999977, 1390
608, 111, -13.899999999999977, 1594
609, 84, -8.299999999999986, 1464
610, 337, -33.60000000000021, 1348
611, 60, -5.899999999999995, 1388
612, 128, -12.69999999999997, 1440
613, 99, -9.799999999999981, 1336
614, 274, -27.300000000000118, 1373
615, 84, -8.299999999999986, 1420
616, 212, -36.300000000000246, 1340
617, 74, -7.29999999999999, 1682
618, 103, -10.19999999999998, 1381
619, 729, -89.89999999999934, 1446
620, 75, -16.09999999999999, 1384
621, 142, -14.099999999999966, 1360
622, 729, -72.80000000000014, 1488
623, 109, -10.799999999999978, 1430
624, 174, -17.299999999999976, 1503
625, 254, -28.200000000000088, 1493
626, 89, -8.799999999999985, 1557
627, 80, -7.899999999999988, 1556
628, 729, -72.80000000000014, 1528
629, 58, -5.699999999999996, 1512
630, 90, -8.899999999999984, 1481
631, 70, -6.8999999999999915, 1415
632, 102, -12.99999999999998, 1513
633, 142, -83.69999999999976, 1342
634, 80, -7.899999999999988, 1397
635, 400, -39.9000000000003, 1321
636, 65, -6.399999999999993, 1527
637, 69, -6.799999999999992, 1317
638, 729, -72.80000000000014, 1717
639, 237, -23.600000000000065, 1408
640, 729, -87.29999999999974, 1460
641, 533, -83.69999999999987, 1307
642, 186, -18.499999999999993, 1343
643, 83, -8.199999999999987, 1565
644, 108, -10.699999999999978, 1597
645, 183, -25.400000000000077, 1538
646, 368, -38.60000000000025, 1477
647, 100, -19.50000000000004, 1522
648, 77, -7.599999999999989, 1491
649, 66, -6.499999999999993, 1523
650, 74, -10.19999999999999, 1549
651, 200, -19.900000000000013, 1396
652, 59, -5.799999999999995, 1478
653, 83, -8.199999999999987, 1598
654, 90, -8.899999999999984, 1438
655, 154, -21.900000000000034, 1286
656, 81, -7.999999999999988, 1455
657, 340, -38.40000000000027, 1454
658, 74, -7.29999999999999, 1686
659, 115, -17.199999999999996, 1530
660, 62, -6.099999999999994, 1680
661, 75, -7.39999999999999, 2296
662, 82, -8.099999999999987, 1350
663, 123, -14.099999999999973, 1333
664, 121, -15.799999999999974, 1489
665, 230, -24.800000000000054, 1452
666, 83, -8.199999999999987, 1390
667, 73, -7.19999999999999, 1608
668, 57, -8.499999999999996, 1316
669, 67, -6.5999999999999925, 1677
670, 99, -9.799999999999981, 1774
671, 72, -7.999999999999988, 1488
672, 68, -13.199999999999982, 1673
673, 72, -7.099999999999991, 1491
674, 65, -6.399999999999993, 1550
675, 87, -8.599999999999985, 1486
676, 125, -12.399999999999972, 1596
677, 74, -7.29999999999999, 1704
678, 537, -62.200000000000486, 1436
679, 71, -6.999999999999991, 1391
680, 163, -16.19999999999996, 1500
681, 74, -7.29999999999999, 1339
682, 71, -6.999999999999991, 1384
683, 65, -7.299999999999989, 1339
684, 57, -5.599999999999996, 1625
685, 138, -14.599999999999968, 1405
686, 83, -8.199999999999987, 1448
687, 61, -5.999999999999995, 1513
688, 63, -6.199999999999994, 1303
689, 77, -7.599999999999989, 1461
690, 474, -47.3000000000004, 1393
691, 282, -33.900000000000176, 1309
692, 705, -94.29999999999994, 1389
693, 106, -10.499999999999979, 1411
694, 71, -6.999999999999991, 1544
695, 90, -17.600000000000012, 1396
696, 63, -6.199999999999994, 1253
697, 171, -19.899999999999988, 1409
698, 117, -14.499999999999975, 1538
699, 108, -13.599999999999978, 1434
700, 78, -10.599999999999989, 1549
701, 127, -12.599999999999971, 1414
702, 217, -21.600000000000037, 1457
703, 93, -9.199999999999983, 1532
704, 56, -5.4999999999999964, 1450
705, 70, -6.8999999999999915, 1601
706, 60, -5.899999999999995, 1707
707, 80, -10.799999999999988, 1410
708, 62, -6.099999999999994, 1551
709, 86, -15.199999999999983, 1515
710, 70, -6.8999999999999915, 1437
711, 104, -10.29999999999998, 1480
712, 97, -9.599999999999982, 1533
713, 78, -13.49999999999999, 1660
714, 71, -6.999999999999991, 1371
715, 65, -6.399999999999993, 1353
716, 85, -11.299999999999986, 1509
717, 72, -7.099999999999991, 1480
718, 73, -12.999999999999991, 1423
719, 167, -28.200000000000067, 1686
720, 104, -10.29999999999998, 1531
721, 60, -5.899999999999995, 1348
722, 167, -19.500000000000004, 1419
723, 75, -7.39999999999999, 1563
724, 54, -5.299999999999997, 1317
725, 72, -7.099999999999991, 1593
726, 72, -7.099999999999991, 1467
727, 163, -19.099999999999998, 1475
728, 92, -9.099999999999984, 1505
729, 230, -25.800000000000107, 1531
730, 70, -6.8999999999999915, 1811
731, 63, -7.999999999999987, 1416
732, 262, -30.600000000000172, 1393
733, 729, -86.0999999999993, 1435
734, 62, -6.099999999999994, 1638
735, 60, -5.899999999999995, 1661
736, 79, -7.799999999999988, 1693
737, 152, -15.099999999999962, 1567
738, 66, -6.499999999999993, 1605
739, 78, -7.699999999999989, 1433
740, 338, -34.60000000000022, 1551
741, 66, -6.499999999999993, 1335
742, 729, -75.69999999999993, 1440
743, 65, -6.399999999999993, 1637
744, 75, -7.39999999999999, 1395
745, 69, -6.799999999999992, 1905
746, 128, -12.69999999999997, 1591
747, 60, -5.899999999999995, 1650
748, 112, -11.099999999999977, 1479
749, 97, -9.599999999999982, 1561
750, 86, -8.499999999999986, 1653
751, 75, -10.29999999999999, 1953
752, 62, -6.099999999999994, 1662
753, 168, -22.50000000000007, 1486
754, 214, -21.300000000000033, 1583
755, 66, -6.499999999999993, 1713
756, 421, -59.40000000000032, 1486
757, 234, -23.30000000000006, 1594
758, 63, -9.099999999999994, 1628
759, 82, -8.099999999999987, 1631
760, 122, -12.099999999999973, 1549
761, 61, -5.999999999999995, 1440
762, 64, -6.299999999999994, 1407
763, 82, -8.099999999999987, 1681
764, 81, -7.999999999999988, 1635
765, 89, -8.799999999999985, 1603
766, 71, -6.999999999999991, 1531
767, 77, -7.599999999999989, 1511
768, 74, -7.29999999999999, 1589
769, 191, -19.0, 1410
770, 79, -7.799999999999988, 1434
771, 95, -9.399999999999983, 1489
772, 83, -8.199999999999987, 1529
773, 79, -7.799999999999988, 1575
774, 68, -6.699999999999992, 1541
775, 71, -6.999999999999991, 1555
776, 729, -109.09999999999815, 1456
777, 63, -6.199999999999994, 1675
778, 68, -6.699999999999992, 1620
779, 69, -6.799999999999992, 1548
780, 72, -7.099999999999991, 1594
781, 69, -6.799999999999992, 1592
782, 75, -13.19999999999999, 1427
783, 175, -31.800000000000093, 1585
784, 136, -16.399999999999974, 1661
785, 82, -8.099999999999987, 1586
786, 238, -26.600000000000065, 1488
787, 73, -9.099999999999985, 1599
